"","plot","year","species","uninfected_bay_ct","infected_bay_ct","tot_bay"
"594","COOK02",2004,"UMCA",0,3,3
"595","COOK02",2005,"UMCA",1,2,3
"596","COOK02",2006,"UMCA",1,6,7
"597","COOK02",2007,"UMCA",0,6,6
"598","COOK02",2008,"UMCA",0,7,7
"599","COOK02",2009,"UMCA",0,7,7
"600","COOK02",2010,"UMCA",0,8,8
"601","COOK02",2011,"UMCA",0,10,10
"602","COOK02",2012,"UMCA",0,11,11
"603","COOK02",2014,"UMCA",0,11,11
"604","DOMAN01",2004,"UMCA",12,0,12
"605","DOMAN01",2005,"UMCA",11,0,11
"606","DOMAN01",2006,"UMCA",5,8,13
"607","DOMAN01",2007,"UMCA",1,12,13
"608","DOMAN01",2008,"UMCA",0,14,14
"609","DOMAN01",2009,"UMCA",0,13,13
"610","DOMAN01",2010,"UMCA",0,15,15
"611","DOMAN01",2011,"UMCA",0,15,15
"612","DOMAN01",2012,"UMCA",0,21,21
"613","DOMAN01",2014,"UMCA",0,25,25
"614","ELIOT01",2004,"UMCA",0,15,15
"615","ELIOT01",2005,"UMCA",0,15,15
"616","ELIOT01",2006,"UMCA",0,15,15
"617","ELIOT01",2007,"UMCA",0,15,15
"618","ELIOT01",2008,"UMCA",0,15,15
"619","ELIOT01",2009,"UMCA",0,15,15
"620","ELIOT01",2010,"UMCA",0,15,15
"621","ELIOT01",2011,"UMCA",0,15,15
"622","ELIOT01",2012,"UMCA",0,15,15
"623","ELIOT01",2014,"UMCA",0,15,15
"624","FERRA01",2004,"UMCA",42,12,54
"625","FERRA01",2005,"UMCA",42,12,54
"626","FERRA01",2006,"UMCA",0,54,55
"627","FERRA01",2007,"UMCA",0,55,55
"628","FERRA01",2008,"UMCA",0,52,52
"629","FERRA01",2009,"UMCA",1,51,52
"630","FERRA01",2010,"UMCA",0,54,54
"631","FERRA01",2011,"UMCA",0,54,54
"632","FERRA01",2012,"UMCA",0,51,51
"633","FERRA01",2014,"UMCA",1,52,53
"634","FOP04",2004,"UMCA",0,22,22
"635","FOP04",2005,"UMCA",3,19,22
"636","FOP04",2006,"UMCA",0,22,22
"637","FOP04",2007,"UMCA",0,22,22
"638","FOP04",2008,"UMCA",0,22,22
"639","FOP04",2009,"UMCA",7,15,22
"640","FOP04",2010,"UMCA",0,24,24
"641","FOP04",2011,"UMCA",0,24,24
"642","FOP04",2012,"UMCA",0,24,24
"643","FOP04",2014,"UMCA",1,23,24
"644","FOP324",2004,"UMCA",1,32,33
"645","FOP324",2005,"UMCA",1,30,31
"646","FOP324",2006,"UMCA",0,30,31
"647","FOP324",2007,"UMCA",0,30,31
"648","FOP324",2008,"UMCA",0,31,31
"649","FOP324",2009,"UMCA",6,26,32
"650","FOP324",2010,"UMCA",0,32,32
"651","FOP324",2011,"UMCA",0,32,33
"652","FOP324",2012,"UMCA",0,32,32
"653","FOP324",2014,"UMCA",0,29,29
"654","FOP333",2004,"UMCA",2,30,32
"655","FOP333",2005,"UMCA",6,27,33
"656","FOP333",2006,"UMCA",5,28,33
"657","FOP333",2007,"UMCA",1,32,33
"658","FOP333",2008,"UMCA",1,32,33
"659","FOP333",2009,"UMCA",25,8,33
"660","FOP333",2010,"UMCA",0,33,33
"661","FOP333",2011,"UMCA",1,32,33
"662","FOP333",2012,"UMCA",0,34,34
"663","FOP333",2014,"UMCA",3,31,34
"664","FOP340",2003,"UMCA",0,3,3
"665","FOP340",2004,"UMCA",0,3,3
"666","FOP340",2005,"UMCA",0,3,3
"667","FOP340",2006,"UMCA",0,3,3
"668","FOP340",2007,"UMCA",0,3,3
"669","FOP340",2008,"UMCA",0,3,3
"670","FOP340",2009,"UMCA",0,5,5
"671","FOP340",2010,"UMCA",0,5,5
"672","FOP340",2011,"UMCA",0,5,5
"673","FOP340",2012,"UMCA",0,5,5
"674","FOP340",2014,"UMCA",0,5,5
"675","FRIDE01",2004,"UMCA",0,3,3
"676","FRIDE01",2005,"UMCA",2,1,3
"677","FRIDE01",2006,"UMCA",3,0,3
"678","FRIDE01",2007,"UMCA",0,3,3
"679","FRIDE01",2008,"UMCA",0,3,3
"680","FRIDE01",2009,"UMCA",0,3,3
"681","FRIDE01",2010,"UMCA",0,3,3
"682","FRIDE01",2011,"UMCA",0,3,3
"683","FRIDE01",2012,"UMCA",0,3,3
"684","FRIDE01",2014,"UMCA",0,3,3
"685","GANAY01",2004,"UMCA",0,1,1
"686","GANAY01",2005,"UMCA",0,1,1
"687","GANAY01",2006,"UMCA",0,1,1
"688","GANAY01",2007,"UMCA",0,1,1
"689","GANAY01",2008,"UMCA",0,1,1
"690","GANAY01",2009,"UMCA",0,1,1
"691","GANAY01",2010,"UMCA",0,1,1
"692","GANAY01",2011,"UMCA",0,1,1
"693","GANAY01",2012,"UMCA",0,1,1
"694","GANAY01",2014,"UMCA",0,1,1
"695","GANAY02",2004,"UMCA",5,5,10
"696","GANAY02",2005,"UMCA",6,4,10
"697","GANAY02",2006,"UMCA",0,9,9
"698","GANAY02",2007,"UMCA",0,8,8
"699","GANAY02",2008,"UMCA",0,8,8
"700","GANAY02",2009,"UMCA",1,7,8
"701","GANAY02",2010,"UMCA",0,8,8
"702","GANAY02",2011,"UMCA",0,8,8
"703","GANAY02",2012,"UMCA",0,8,8
"704","GANAY02",2014,"UMCA",1,7,8
"705","GARD01",2004,"UMCA",24,0,24
"706","GARD01",2005,"UMCA",24,0,24
"707","GARD01",2006,"UMCA",23,0,23
"708","GARD01",2007,"UMCA",24,0,24
"709","GARD01",2008,"UMCA",0,21,22
"710","GARD01",2009,"UMCA",1,20,22
"711","GARD01",2010,"UMCA",1,21,22
"712","GARD01",2011,"UMCA",2,21,23
"713","GARD01",2012,"UMCA",1,23,24
"714","GARD01",2014,"UMCA",0,21,21
"715","HALLO01",2014,"UMCA",0,1,1
"716","HALOW02",2004,"UMCA",0,16,16
"717","HALOW02",2005,"UMCA",1,15,16
"718","HALOW02",2006,"UMCA",0,16,16
"719","HALOW02",2007,"UMCA",0,16,16
"720","HALOW02",2008,"UMCA",0,16,16
"721","HALOW02",2009,"UMCA",1,15,16
"722","HALOW02",2010,"UMCA",0,17,17
"723","HALOW02",2011,"UMCA",0,17,17
"724","HALOW02",2012,"UMCA",0,19,19
"725","HALOW02",2014,"UMCA",1,18,19
"726","HOOD01",2004,"UMCA",25,42,67
"727","HOOD01",2005,"UMCA",28,30,58
"728","HOOD01",2006,"UMCA",0,67,68
"729","HOOD01",2007,"UMCA",0,72,72
"730","HOOD01",2008,"UMCA",0,70,70
"731","HOOD01",2009,"UMCA",4,66,70
"732","HOOD01",2010,"UMCA",0,71,71
"733","HOOD01",2011,"UMCA",0,71,71
"734","HOOD01",2012,"UMCA",0,72,72
"735","HOOD01",2014,"UMCA",5,68,73
"736","HOOD02",2004,"UMCA",51,17,69
"737","HOOD02",2005,"UMCA",61,8,69
"738","HOOD02",2006,"UMCA",48,18,66
"739","HOOD02",2007,"UMCA",7,60,67
"740","HOOD02",2008,"UMCA",5,59,64
"741","HOOD02",2009,"UMCA",0,66,66
"742","HOOD02",2010,"UMCA",0,65,65
"743","HOOD02",2011,"UMCA",1,64,65
"744","HOOD02",2012,"UMCA",0,66,67
"745","HOOD02",2014,"UMCA",2,64,66
"746","HOOD03",2004,"UMCA",6,0,6
"747","HOOD03",2005,"UMCA",4,2,6
"748","HOOD03",2006,"UMCA",0,8,8
"749","HOOD03",2007,"UMCA",0,8,8
"750","HOOD03",2008,"UMCA",0,8,8
"751","HOOD03",2009,"UMCA",3,5,8
"752","HOOD03",2010,"UMCA",0,6,7
"753","HOOD03",2011,"UMCA",0,7,7
"754","HOOD03",2012,"UMCA",0,8,8
"755","HOOD03",2014,"UMCA",0,7,7
"756","HOOD04",2004,"UMCA",0,6,6
"757","HOOD04",2005,"UMCA",0,7,7
"758","HOOD04",2006,"UMCA",0,8,8
"759","HOOD04",2007,"UMCA",0,7,7
"760","HOOD04",2008,"UMCA",0,7,7
"761","HOOD04",2009,"UMCA",0,8,8
"762","HOOD04",2010,"UMCA",0,8,8
"763","HOOD04",2011,"UMCA",0,8,8
"764","HOOD04",2012,"UMCA",0,8,8
"765","HOOD04",2014,"UMCA",0,9,9
"766","HOOD05",2004,"UMCA",44,10,54
"767","HOOD05",2005,"UMCA",26,26,52
"768","HOOD05",2006,"UMCA",37,19,57
"769","HOOD05",2007,"UMCA",26,28,57
"770","HOOD05",2008,"UMCA",0,53,57
"771","HOOD05",2009,"UMCA",21,31,55
"772","HOOD05",2010,"UMCA",12,45,57
"773","HOOD05",2011,"UMCA",0,50,50
"774","HOOD05",2012,"UMCA",3,51,54
"775","HOOD05",2014,"UMCA",1,54,55
"776","HOOD07",2004,"UMCA",10,0,10
"777","HOOD07",2005,"UMCA",8,1,9
"778","HOOD07",2006,"UMCA",4,3,9
"779","HOOD07",2007,"UMCA",3,4,9
"780","HOOD07",2008,"UMCA",0,7,10
"781","HOOD07",2009,"UMCA",2,4,9
"782","HOOD07",2010,"UMCA",0,10,10
"783","HOOD07",2011,"UMCA",0,8,8
"784","HOOD07",2012,"UMCA",0,8,8
"785","HOOD07",2014,"UMCA",0,9,9
"786","JLSP01",2004,"UMCA",0,6,6
"787","JLSP01",2005,"UMCA",0,6,6
"788","JLSP01",2006,"UMCA",0,6,6
"789","JLSP01",2007,"UMCA",0,6,6
"790","JLSP01",2008,"UMCA",0,6,6
"791","JLSP01",2009,"UMCA",0,6,6
"792","JLSP01",2010,"UMCA",0,6,6
"793","JLSP01",2011,"UMCA",0,6,6
"794","JLSP01",2012,"UMCA",0,7,7
"795","JLSP01",2014,"UMCA",0,7,7
"796","JLSP02",2004,"UMCA",0,1,1
"797","JLSP02",2005,"UMCA",0,1,1
"798","JLSP02",2006,"UMCA",0,1,1
"799","JLSP02",2007,"UMCA",0,1,1
"800","JLSP02",2008,"UMCA",0,1,1
"801","JLSP02",2009,"UMCA",0,1,1
"802","JLSP02",2010,"UMCA",0,2,2
"803","JLSP02",2011,"UMCA",0,2,2
"804","JLSP02",2012,"UMCA",0,1,1
"805","JLSP02",2014,"UMCA",0,2,2
"806","JLSP03",2004,"UMCA",0,25,25
"807","JLSP03",2005,"UMCA",0,26,26
"808","JLSP03",2006,"UMCA",0,27,27
"809","JLSP03",2007,"UMCA",0,27,27
"810","JLSP03",2008,"UMCA",0,27,27
"811","JLSP03",2009,"UMCA",3,24,27
"812","JLSP03",2010,"UMCA",1,26,28
"813","JLSP03",2011,"UMCA",0,27,27
"814","JLSP03",2012,"UMCA",0,28,28
"815","JLSP03",2014,"UMCA",0,31,31
"816","JLSP04",2004,"UMCA",0,9,9
"817","JLSP04",2005,"UMCA",1,9,10
"818","JLSP04",2006,"UMCA",0,9,10
"819","JLSP04",2007,"UMCA",0,10,10
"820","JLSP04",2008,"UMCA",0,9,9
"821","JLSP04",2009,"UMCA",2,5,8
"822","JLSP04",2010,"UMCA",0,8,8
"823","JLSP04",2011,"UMCA",0,9,9
"824","JLSP04",2012,"UMCA",0,10,10
"825","JLSP04",2014,"UMCA",0,11,11
"826","JLSP05",2004,"UMCA",0,25,25
"827","JLSP05",2005,"UMCA",0,25,25
"828","JLSP05",2006,"UMCA",0,25,25
"829","JLSP05",2007,"UMCA",0,24,24
"830","JLSP05",2008,"UMCA",1,23,24
"831","JLSP05",2009,"UMCA",0,19,20
"832","JLSP05",2010,"UMCA",0,24,24
"833","JLSP05",2011,"UMCA",0,25,25
"834","JLSP05",2012,"UMCA",0,23,23
"835","JLSP05",2014,"UMCA",0,23,23
"836","JLSP07",2003,"UMCA",1,0,1
"837","JLSP07",2004,"UMCA",0,6,6
"838","JLSP07",2005,"UMCA",0,6,6
"839","JLSP07",2006,"UMCA",0,6,6
"840","JLSP07",2007,"UMCA",0,6,6
"841","JLSP07",2008,"UMCA",0,6,6
"842","JLSP07",2009,"UMCA",0,6,6
"843","JLSP07",2010,"UMCA",0,6,6
"844","JLSP07",2011,"UMCA",0,5,5
"845","JLSP07",2012,"UMCA",1,4,5
"846","JLSP07",2014,"UMCA",0,5,5
"847","JLSP08",2004,"UMCA",0,11,11
"848","JLSP08",2005,"UMCA",0,10,10
"849","JLSP08",2006,"UMCA",0,10,10
"850","JLSP08",2007,"UMCA",0,10,10
"851","JLSP08",2008,"UMCA",0,11,12
"852","JLSP08",2009,"UMCA",0,11,12
"853","JLSP08",2010,"UMCA",0,12,12
"854","JLSP08",2011,"UMCA",0,11,12
"855","JLSP08",2012,"UMCA",0,12,12
"856","JLSP08",2014,"UMCA",0,14,14
"857","JLSP10",2004,"UMCA",0,15,15
"858","JLSP10",2005,"UMCA",0,15,15
"859","JLSP10",2006,"UMCA",0,15,15
"860","JLSP10",2007,"UMCA",0,16,16
"861","JLSP10",2008,"UMCA",0,16,16
"862","JLSP10",2009,"UMCA",1,15,16
"863","JLSP10",2010,"UMCA",0,15,15
"864","JLSP10",2011,"UMCA",0,16,16
"865","JLSP10",2012,"UMCA",0,19,19
"866","JLSP10",2014,"UMCA",0,18,18
"867","JLSP13",2004,"UMCA",0,5,5
"868","JLSP13",2005,"UMCA",0,5,5
"869","JLSP13",2006,"UMCA",0,6,6
"870","JLSP13",2007,"UMCA",0,5,5
"871","JLSP13",2008,"UMCA",0,6,6
"872","JLSP13",2009,"UMCA",0,5,5
"873","JLSP13",2010,"UMCA",0,8,8
"874","JLSP13",2011,"UMCA",0,8,8
"875","JLSP13",2012,"UMCA",0,8,8
"876","JLSP13",2014,"UMCA",0,9,9
"877","JLSP14",2003,"UMCA",0,4,4
"878","JLSP14",2004,"UMCA",0,4,4
"879","JLSP14",2005,"UMCA",0,4,4
"880","JLSP14",2006,"UMCA",0,4,4
"881","JLSP14",2007,"UMCA",0,4,4
"882","JLSP14",2008,"UMCA",0,4,4
"883","JLSP14",2009,"UMCA",0,4,4
"884","JLSP14",2010,"UMCA",0,5,5
"885","JLSP14",2011,"UMCA",0,5,5
"886","JLSP14",2012,"UMCA",0,5,5
"887","JLSP14",2014,"UMCA",0,6,6
"888","JLSP15",2004,"UMCA",0,9,9
"889","JLSP15",2005,"UMCA",0,9,9
"890","JLSP15",2006,"UMCA",0,9,9
"891","JLSP15",2007,"UMCA",0,9,9
"892","JLSP15",2008,"UMCA",0,8,9
"893","JLSP15",2009,"UMCA",0,9,9
"894","JLSP15",2010,"UMCA",0,9,9
"895","JLSP15",2011,"UMCA",0,9,9
"896","JLSP15",2012,"UMCA",0,10,10
"897","JLSP15",2014,"UMCA",0,10,10
"898","JLSP16",2004,"UMCA",0,3,3
"899","JLSP16",2005,"UMCA",0,3,3
"900","JLSP16",2006,"UMCA",0,3,3
"901","JLSP16",2007,"UMCA",0,4,4
"902","JLSP16",2008,"UMCA",0,4,4
"903","JLSP16",2009,"UMCA",0,4,4
"904","JLSP16",2010,"UMCA",0,4,4
"905","JLSP16",2011,"UMCA",0,4,4
"906","JLSP16",2012,"UMCA",0,6,6
"907","JLSP16",2014,"UMCA",0,6,6
"908","JLSP17",2004,"UMCA",1,13,14
"909","JLSP17",2005,"UMCA",3,11,14
"910","JLSP17",2006,"UMCA",1,13,14
"911","JLSP17",2007,"UMCA",0,14,14
"912","JLSP17",2008,"UMCA",0,14,14
"913","JLSP17",2009,"UMCA",0,14,14
"914","JLSP17",2010,"UMCA",0,14,14
"915","JLSP17",2011,"UMCA",0,14,14
"916","JLSP17",2012,"UMCA",0,14,14
"917","JLSP17",2014,"UMCA",0,15,15
"918","JOHNS01",2004,"UMCA",0,11,11
"919","JOHNS01",2005,"UMCA",0,11,11
"920","JOHNS01",2006,"UMCA",0,12,12
"921","JOHNS01",2007,"UMCA",0,12,12
"922","JOHNS01",2008,"UMCA",0,12,12
"923","JOHNS01",2009,"UMCA",0,11,11
"924","JOHNS01",2010,"UMCA",0,15,15
"925","JOHNS01",2011,"UMCA",0,15,15
"926","JOHNS01",2012,"UMCA",0,17,17
"927","JOHNS01",2014,"UMCA",0,20,20
"928","JOHNS02",2003,"UMCA",1,0,1
"929","JOHNS02",2004,"UMCA",1,0,1
"930","JOHNS02",2005,"UMCA",1,0,1
"931","JOHNS02",2006,"UMCA",0,1,1
"932","JOHNS02",2007,"UMCA",0,1,1
"933","JOHNS02",2008,"UMCA",0,1,1
"934","JOHNS02",2009,"UMCA",0,1,1
"935","JOHNS02",2010,"UMCA",0,2,2
"936","JOHNS02",2011,"UMCA",0,2,2
"937","JOHNS02",2012,"UMCA",0,2,2
"938","JOHNS02",2014,"UMCA",0,2,2
"939","JROTH01",2004,"UMCA",0,14,14
"940","JROTH01",2005,"UMCA",0,14,14
"941","JROTH01",2006,"UMCA",0,14,14
"942","JROTH01",2007,"UMCA",0,15,15
"943","JROTH01",2008,"UMCA",0,15,15
"944","JROTH01",2009,"UMCA",3,12,15
"945","JROTH01",2010,"UMCA",0,15,15
"946","JROTH01",2011,"UMCA",0,15,15
"947","JROTH01",2012,"UMCA",0,15,15
"948","JROTH01",2014,"UMCA",1,14,15
"949","JROTH02",2004,"UMCA",0,19,19
"950","JROTH02",2005,"UMCA",2,18,20
"951","JROTH02",2006,"UMCA",1,19,20
"952","JROTH02",2007,"UMCA",0,20,20
"953","JROTH02",2008,"UMCA",0,20,20
"954","JROTH02",2009,"UMCA",0,19,19
"955","JROTH02",2010,"UMCA",1,19,20
"956","JROTH02",2011,"UMCA",2,18,20
"957","JROTH02",2012,"UMCA",0,20,20
"958","JROTH02",2014,"UMCA",1,19,20
"959","JROTH03",2004,"UMCA",2,25,27
"960","JROTH03",2005,"UMCA",0,27,27
"961","JROTH03",2006,"UMCA",4,23,27
"962","JROTH03",2007,"UMCA",1,33,35
"963","JROTH03",2008,"UMCA",5,28,34
"964","JROTH03",2009,"UMCA",0,33,33
"965","JROTH03",2010,"UMCA",1,31,32
"966","JROTH03",2011,"UMCA",3,29,32
"967","JROTH03",2012,"UMCA",0,33,33
"968","JROTH03",2014,"UMCA",3,29,32
"969","JROTH04",2004,"UMCA",0,4,4
"970","JROTH04",2005,"UMCA",0,4,4
"971","JROTH04",2006,"UMCA",1,3,4
"972","JROTH04",2007,"UMCA",1,3,4
"973","JROTH04",2008,"UMCA",0,3,3
"974","JROTH04",2009,"UMCA",0,3,3
"975","JROTH04",2010,"UMCA",1,2,3
"976","JROTH04",2011,"UMCA",0,3,3
"977","JROTH04",2012,"UMCA",0,3,3
"978","JROTH04",2014,"UMCA",0,2,2
"979","JROTH05",2004,"UMCA",2,42,45
"980","JROTH05",2005,"UMCA",2,43,45
"981","JROTH05",2006,"UMCA",4,40,44
"982","JROTH05",2007,"UMCA",1,41,43
"983","JROTH05",2008,"UMCA",4,38,43
"984","JROTH05",2009,"UMCA",8,34,42
"985","JROTH05",2010,"UMCA",0,42,44
"986","JROTH05",2011,"UMCA",0,42,42
"987","JROTH05",2012,"UMCA",0,43,43
"988","JROTH05",2014,"UMCA",2,40,42
"989","KLASS01",2004,"UMCA",1,0,1
"990","KLASS01",2005,"UMCA",1,0,1
"991","KLASS01",2006,"UMCA",0,1,1
"992","KLASS01",2007,"UMCA",0,1,1
"993","KLASS01",2008,"UMCA",0,1,1
"994","KLASS01",2009,"UMCA",0,1,1
"995","KLASS01",2010,"UMCA",0,1,1
"996","KLASS01",2011,"UMCA",0,1,1
"997","KLASS01",2012,"UMCA",0,1,1
"998","KLASS01",2014,"UMCA",0,1,1
"999","KLASS02",2004,"UMCA",0,12,12
"1000","KLASS02",2005,"UMCA",0,12,12
"1001","KLASS02",2006,"UMCA",0,12,12
"1002","KLASS02",2007,"UMCA",0,12,12
"1003","KLASS02",2008,"UMCA",0,11,11
"1004","KLASS02",2009,"UMCA",0,12,12
"1005","KLASS02",2010,"UMCA",0,12,12
"1006","KLASS02",2011,"UMCA",0,11,12
"1007","KLASS02",2012,"UMCA",0,13,13
"1008","KLASS02",2014,"UMCA",0,13,13
"1009","KUNDE01",2004,"UMCA",2,3,5
"1010","KUNDE01",2005,"UMCA",5,0,5
"1011","KUNDE01",2006,"UMCA",2,3,5
"1012","KUNDE01",2007,"UMCA",0,5,5
"1013","KUNDE01",2008,"UMCA",0,5,5
"1014","KUNDE01",2009,"UMCA",0,5,5
"1015","KUNDE01",2010,"UMCA",0,5,5
"1016","KUNDE01",2011,"UMCA",0,5,5
"1017","KUNDE01",2012,"UMCA",0,6,6
"1018","KUNDE01",2014,"UMCA",0,6,6
"1019","KUNDE02",2004,"UMCA",3,2,5
"1020","KUNDE02",2005,"UMCA",4,1,5
"1021","KUNDE02",2006,"UMCA",3,2,5
"1022","KUNDE02",2007,"UMCA",0,5,5
"1023","KUNDE02",2008,"UMCA",0,5,5
"1024","KUNDE02",2009,"UMCA",1,4,5
"1025","KUNDE02",2010,"UMCA",0,5,5
"1026","KUNDE02",2011,"UMCA",0,6,6
"1027","KUNDE02",2012,"UMCA",0,11,11
"1028","KUNDE02",2014,"UMCA",0,11,11
"1029","KUNDE04",2004,"UMCA",1,2,3
"1030","KUNDE04",2005,"UMCA",3,0,3
"1031","KUNDE04",2006,"UMCA",0,3,3
"1032","KUNDE04",2007,"UMCA",0,3,3
"1033","KUNDE04",2008,"UMCA",0,3,3
"1034","KUNDE04",2009,"UMCA",1,2,3
"1035","KUNDE04",2010,"UMCA",0,3,3
"1036","KUNDE04",2011,"UMCA",0,3,3
"1037","KUNDE04",2012,"UMCA",0,3,3
"1038","KUNDE04",2014,"UMCA",0,3,3
"1039","LARS01",2004,"UMCA",15,0,15
"1040","LARS01",2005,"UMCA",16,0,16
"1041","LARS01",2006,"UMCA",14,2,16
"1042","LARS01",2007,"UMCA",11,5,16
"1043","LARS01",2008,"UMCA",0,16,16
"1044","LARS01",2009,"UMCA",0,16,16
"1045","LARS01",2010,"UMCA",3,13,16
"1046","LARS01",2011,"UMCA",1,15,16
"1047","LARS01",2012,"UMCA",0,16,16
"1048","LARS01",2014,"UMCA",0,16,16
"1049","LAZY04",2004,"UMCA",22,45,67
"1050","LAZY04",2005,"UMCA",25,43,68
"1051","LAZY04",2006,"UMCA",6,61,68
"1052","LAZY04",2007,"UMCA",0,67,67
"1053","LAZY04",2008,"UMCA",0,66,66
"1054","LAZY04",2009,"UMCA",1,64,65
"1055","LAZY04",2010,"UMCA",0,68,68
"1056","LAZY04",2011,"UMCA",1,75,76
"1057","LAZY04",2012,"UMCA",3,80,83
"1058","LAZY04",2014,"UMCA",2,79,81
"1059","LAZY05",2004,"UMCA",3,1,4
"1060","LAZY05",2005,"UMCA",2,2,4
"1061","LAZY05",2006,"UMCA",4,0,4
"1062","LAZY05",2007,"UMCA",0,4,4
"1063","LAZY05",2008,"UMCA",0,4,4
"1064","LAZY05",2009,"UMCA",0,4,4
"1065","LAZY05",2010,"UMCA",0,4,4
"1066","LAZY05",2011,"UMCA",0,4,4
"1067","LAZY05",2012,"UMCA",0,6,6
"1068","LAZY05",2014,"UMCA",0,8,8
"1069","LINS01",2004,"UMCA",1,15,16
"1070","LINS01",2005,"UMCA",0,17,17
"1071","LINS01",2006,"UMCA",0,20,20
"1072","LINS01",2007,"UMCA",1,19,20
"1073","LINS01",2008,"UMCA",0,19,19
"1074","LINS01",2009,"UMCA",0,15,15
"1075","LINS01",2010,"UMCA",0,15,15
"1076","LINS01",2011,"UMCA",0,15,15
"1077","LINS01",2012,"UMCA",0,17,17
"1078","LINS01",2014,"UMCA",0,18,18
"1079","LUPIN01",2004,"UMCA",1,8,9
"1080","LUPIN01",2005,"UMCA",0,12,12
"1081","LUPIN01",2006,"UMCA",0,12,12
"1082","LUPIN01",2007,"UMCA",1,10,12
"1083","LUPIN01",2008,"UMCA",0,9,11
"1084","LUPIN01",2009,"UMCA",0,9,9
"1085","LUPIN01",2010,"UMCA",1,11,12
"1086","LUPIN01",2011,"UMCA",0,11,11
"1087","LUPIN01",2012,"UMCA",0,12,12
"1088","LUPIN01",2014,"UMCA",0,11,11
"1089","MACKI01",2004,"UMCA",0,1,1
"1090","MACKI01",2005,"UMCA",1,0,1
"1091","MACKI01",2006,"UMCA",0,1,1
"1092","MACKI01",2007,"UMCA",0,1,1
"1093","MACKI01",2008,"UMCA",0,1,1
"1094","MACKI01",2009,"UMCA",0,1,1
"1095","MACKI01",2010,"UMCA",0,1,1
"1096","MACKI01",2011,"UMCA",0,1,1
"1097","MACKI01",2012,"UMCA",0,1,1
"1098","MACKI01",2014,"UMCA",0,1,1
"1099","MCCOR01",2004,"UMCA",0,7,7
"1100","MCCOR01",2005,"UMCA",0,7,7
"1101","MCCOR01",2006,"UMCA",1,6,7
"1102","MCCOR01",2007,"UMCA",1,6,7
"1103","MCCOR01",2008,"UMCA",0,7,7
"1104","MCCOR01",2009,"UMCA",1,6,7
"1105","MCCOR01",2010,"UMCA",0,9,9
"1106","MCCOR01",2011,"UMCA",0,9,9
"1107","MCCOR01",2012,"UMCA",0,9,9
"1108","MCCOR01",2014,"UMCA",0,10,10
"1109","MCCOR05",2004,"UMCA",4,3,7
"1110","MCCOR05",2005,"UMCA",2,5,7
"1111","MCCOR05",2006,"UMCA",1,7,8
"1112","MCCOR05",2007,"UMCA",0,8,8
"1113","MCCOR05",2008,"UMCA",0,8,8
"1114","MCCOR05",2009,"UMCA",0,8,8
"1115","MCCOR05",2010,"UMCA",0,8,8
"1116","MCCOR05",2011,"UMCA",0,8,8
"1117","MCCOR05",2012,"UMCA",0,8,8
"1118","MCCOR05",2014,"UMCA",0,8,8
"1119","MCNEIL01",2004,"UMCA",18,1,19
"1120","MCNEIL01",2005,"UMCA",18,1,19
"1121","MCNEIL01",2006,"UMCA",20,0,20
"1122","MCNEIL01",2007,"UMCA",0,21,21
"1123","MCNEIL01",2008,"UMCA",0,21,21
"1124","MCNEIL03",2004,"UMCA",10,0,10
"1125","MCNEIL03",2005,"UMCA",7,3,10
"1126","MCNEIL03",2006,"UMCA",10,0,10
"1127","MCNEIL03",2007,"UMCA",10,0,10
"1128","MCNEIL03",2008,"UMCA",9,3,12
"1129","MCNEIL03",2009,"UMCA",0,12,12
"1130","MCNEIL03",2010,"UMCA",1,11,12
"1131","MCNEIL03",2011,"UMCA",0,15,15
"1132","MCNEIL03",2012,"UMCA",1,14,15
"1133","MESCH01",2004,"UMCA",2,21,23
"1134","MESCH01",2005,"UMCA",6,17,23
"1135","MESCH01",2006,"UMCA",0,24,24
"1136","MESCH01",2007,"UMCA",1,22,23
"1137","MESCH01",2008,"UMCA",2,21,23
"1138","MESCH01",2009,"UMCA",0,23,23
"1139","MESCH01",2010,"UMCA",0,24,24
"1140","MESCH01",2011,"UMCA",0,24,24
"1141","MESCH01",2012,"UMCA",0,23,23
"1142","MESCH01",2014,"UMCA",1,22,23
"1143","MITSU01",2004,"UMCA",0,16,16
"1144","MITSU01",2005,"UMCA",0,16,16
"1145","MITSU01",2006,"UMCA",0,17,17
"1146","MITSU01",2007,"UMCA",0,18,18
"1147","MITSU01",2008,"UMCA",0,18,18
"1148","MITSU01",2009,"UMCA",0,18,18
"1149","MITSU01",2010,"UMCA",0,18,18
"1150","MITSU01",2011,"UMCA",0,19,19
"1151","MITSU01",2012,"UMCA",0,19,19
"1152","MITSU01",2014,"UMCA",0,17,17
"1153","MITSU02",2003,"UMCA",0,4,4
"1154","MITSU02",2005,"UMCA",0,4,4
"1155","MITSU02",2006,"UMCA",0,4,4
"1156","MITSU02",2007,"UMCA",0,4,4
"1157","MITSU02",2008,"UMCA",0,4,4
"1158","MITSU02",2009,"UMCA",1,3,4
"1159","MITSU02",2010,"UMCA",0,4,4
"1160","MITSU02",2011,"UMCA",0,4,4
"1161","MITSU02",2012,"UMCA",0,4,4
"1162","MITSU02",2014,"UMCA",0,4,4
"1163","MITSU03",2004,"UMCA",0,9,9
"1164","MITSU03",2005,"UMCA",0,11,11
"1165","MITSU03",2006,"UMCA",0,11,11
