"plotid","species","dbh","stem_status","date","year"
"fop333","quag",NA,"Alive",2007-04-06,2007
"fop333","quag",NA,"Alive",2007-04-06,2007
"fop333","quag",NA,"Alive",2007-04-06,2007
"fop333","quag",NA,"Alive",2007-04-06,2007
"fop333","quag",NA,"Alive",2008-04-05,2008
"fop333","quag",NA,"Alive",2008-04-05,2008
"fop333","quag",NA,"Alive",2008-04-05,2008
"fop333","quag",NA,"Alive",2008-04-05,2008
"fop333","quag",NA,"Alive",2009-04-06,2009
"fop333","quag",NA,"Alive",2009-04-06,2009
"fop333","quag",NA,"Alive",2009-04-06,2009
"fop333","quag",NA,"Alive",2009-04-06,2009
"fop333","quag",NA,"Alive",2010-04-20,2010
"fop333","quag",NA,"Alive",2010-04-20,2010
"fop333","quag",NA,"Alive",2010-04-20,2010
"fop333","quag",NA,"Alive",2010-04-20,2010
"fop333","quag",NA,"Alive",2011-04-18,2011
"fop333","quag",NA,"Alive",2011-04-18,2011
"fop333","quag",NA,"Alive",2011-04-18,2011
"fop333","quag",NA,"Alive",2011-04-18,2011
"fop333","quag",26.3,"Alive",2012-05-01,2012
"fop333","quag",29.2,"Alive",2012-05-01,2012
"fop333","quag",14,"Alive",2012-05-01,2012
"fop333","quag",29.3,"Alive",2012-05-01,2012
"fop333","quag",26,"Alive",2014-04-22,2014
"fop333","quag",29.2,"Alive",2014-04-22,2014
"fop333","quag",15,"Alive",2014-04-22,2014
"fop333","quag",28.9,"Alive",2014-04-22,2014
"fop333","umca",13,"Alive",2004-04-28,2004
"fop333","umca",8,"Alive",2004-04-28,2004
"fop333","umca",NA,"Alive",2005-03-30,2005
"fop333","umca",NA,"Dead",2005-03-30,2005
"fop333","umca",NA,"Alive",2006-03-28,2006
"fop333","umca",NA,"Dead",2006-03-28,2006
"fop333","umca",NA,"Alive",2007-04-06,2007
"fop333","umca",NA,"Dead",2007-04-06,2007
"fop333","umca",NA,"Alive",2008-04-05,2008
"fop333","umca",NA,"Dead",2008-04-05,2008
"fop333","umca",NA,"Alive",2009-04-06,2009
"fop333","umca",NA,"Dead",2009-04-06,2009
"fop333","umca",NA,"Alive",2010-04-20,2010
"fop333","umca",NA,"Dead",2010-04-20,2010
"fop333","umca",NA,"Alive",2011-04-18,2011
"fop333","umca",NA,"Dead",2011-04-18,2011
"fop333","umca",12.4,"Alive",2012-05-01,2012
"fop333","umca",7.7,"Dead",2012-05-01,2012
"fop333","umca",12.5,"Alive",2014-04-22,2014
"fop333","umca",6.5,"Dead",2014-04-22,2014
"fop333","quag",20,"Alive",2011-04-18,2011
"fop333","quag",20,"Alive",2012-05-01,2012
"fop333","quag",20.5,"Alive",2014-04-22,2014
"fop333","umca",5.5,"Alive",2004-04-28,2004
"fop333","umca",NA,"Alive",2005-03-30,2005
"fop333","umca",NA,"Alive",2006-03-28,2006
"fop333","umca",NA,"Alive",2007-04-06,2007
"fop333","umca",NA,"Alive",2008-04-05,2008
"fop333","umca",NA,"Alive",2009-04-06,2009
"fop333","umca",NA,"Alive",2010-04-20,2010
"fop333","umca",NA,"Alive",2011-04-18,2011
"fop333","umca",5.9,"Alive",2012-05-01,2012
"fop333","umca",6.1,"Alive",2014-04-22,2014
"fop333","umca",26,"Alive",2004-04-28,2004
"fop333","umca",14.25,"Alive",2004-04-28,2004
"fop333","umca",89.5,"Alive",2004-04-28,2004
"fop333","umca",25.5,"Alive",2004-04-28,2004
"fop333","umca",NA,"Alive",2005-03-30,2005
"fop333","umca",NA,"Alive",2005-03-30,2005
"fop333","umca",NA,"Alive",2005-03-30,2005
"fop333","umca",NA,"Alive",2005-03-30,2005
"fop333","umca",NA,"Alive",2006-03-28,2006
"fop333","umca",NA,"Alive",2006-03-28,2006
"fop333","umca",NA,"Alive",2006-03-28,2006
"fop333","umca",NA,"Alive",2006-03-28,2006
"fop333","umca",NA,"Alive",2007-04-06,2007
"fop333","umca",NA,"Alive",2007-04-06,2007
"fop333","umca",NA,"Alive",2007-04-06,2007
"fop333","umca",NA,"Alive",2007-04-06,2007
"fop333","umca",NA,"Alive",2008-04-05,2008
"fop333","umca",NA,"Alive",2008-04-05,2008
"fop333","umca",NA,"Alive",2008-04-05,2008
"fop333","umca",NA,"Alive",2008-04-05,2008
"fop333","umca",NA,"Alive",2009-04-06,2009
"fop333","umca",NA,"Alive",2009-04-06,2009
"fop333","umca",NA,"Alive",2009-04-06,2009
"fop333","umca",NA,"Alive",2009-04-06,2009
"fop333","umca",NA,"Alive",2010-04-20,2010
"fop333","umca",NA,"Alive",2010-04-20,2010
"fop333","umca",NA,"Alive",2010-04-20,2010
"fop333","umca",NA,"Alive",2010-04-20,2010
"fop333","umca",NA,"Alive",2011-04-18,2011
"fop333","umca",NA,"Alive",2011-04-18,2011
"fop333","umca",NA,"Alive",2011-04-18,2011
"fop333","umca",NA,"Alive",2011-04-18,2011
"fop333","umca",28.2,"Alive",2012-05-01,2012
"fop333","umca",16.3,"Alive",2012-05-01,2012
"fop333","umca",95.6,"Alive",2012-05-01,2012
"fop333","umca",27,"Alive",2012-05-01,2012
"fop333","umca",25,"Alive",2014-04-22,2014
"fop333","umca",16.2,"Alive",2014-04-22,2014
"fop333","umca",96.1,"Alive",2014-04-22,2014
"fop333","umca",26.8,"Alive",2014-04-22,2014
"fop333","umca",25.5,"Alive",2004-04-28,2004
"fop333","umca",6.75,"Alive",2004-04-28,2004
"fop333","umca",23,"Alive",2004-04-28,2004
"fop333","umca",14.2,"Alive",2004-04-28,2004
"fop333","umca",NA,"Alive",2005-03-30,2005
"fop333","umca",NA,"Alive",2005-03-30,2005
"fop333","umca",NA,"Alive",2005-03-30,2005
"fop333","umca",NA,"Alive",2005-03-30,2005
"fop333","umca",NA,"Alive",2006-03-28,2006
"fop333","umca",NA,"Alive",2006-03-28,2006
"fop333","umca",NA,"Alive",2006-03-28,2006
"fop333","umca",NA,"Alive",2006-03-28,2006
"fop333","umca",NA,"Alive",2007-04-06,2007
"fop333","umca",NA,"Alive",2007-04-06,2007
"fop333","umca",NA,"Alive",2007-04-06,2007
"fop333","umca",NA,"Alive",2007-04-06,2007
"fop333","umca",NA,"Alive",2008-04-05,2008
"fop333","umca",NA,"Alive",2008-04-05,2008
"fop333","umca",NA,"Alive",2008-04-05,2008
"fop333","umca",NA,"Alive",2008-04-05,2008
"fop333","umca",NA,"Alive",2009-04-06,2009
"fop333","umca",NA,"Alive",2009-04-06,2009
"fop333","umca",NA,"Alive",2009-04-06,2009
"fop333","umca",NA,"Alive",2009-04-06,2009
"fop333","umca",NA,"Alive",2010-04-20,2010
"fop333","umca",NA,"Alive",2010-04-20,2010
"fop333","umca",NA,"Alive",2010-04-20,2010
"fop333","umca",NA,"Alive",2010-04-20,2010
"fop333","umca",NA,"Alive",2011-04-18,2011
"fop333","umca",NA,"Dead",2011-04-18,2011
"fop333","umca",NA,"Alive",2011-04-18,2011
"fop333","umca",NA,"Alive",2011-04-18,2011
"fop333","umca",24.8,"Alive",2012-05-01,2012
"fop333","umca",6.3,"Dead",2012-05-01,2012
"fop333","umca",24.3,"Alive",2012-05-01,2012
"fop333","umca",14.1,"Alive",2012-05-01,2012
"fop333","umca",25.1,"Alive",2014-04-22,2014
"fop333","umca",7.1,"Dead",2014-04-22,2014
"fop333","umca",24.5,"Alive",2014-04-22,2014
"fop333","umca",14.2,"Alive",2014-04-22,2014
"fop333","umca",8.75,"Dead",2006-03-28,2006
"fop333","umca",NA,"Dead",2010-04-20,2010
"fop333","umca",8,"Alive",2014-04-22,2014
"fop333","umca",19,"Alive",2004-04-28,2004
"fop333","umca",12.25,"Alive",2004-04-28,2004
"fop333","umca",25.9,"Alive",2004-04-28,2004
"fop333","umca",14.6,"Alive",2004-04-28,2004
"fop333","umca",24,"Alive",2004-04-28,2004
"fop333","umca",18.7,"Alive",2004-04-28,2004
"fop333","umca",27.6,"Alive",2004-04-28,2004
"fop333","umca",20,"Alive",2004-04-28,2004
"fop333","umca",NA,"Alive",2005-03-30,2005
"fop333","umca",NA,"Alive",2005-03-30,2005
"fop333","umca",NA,"Alive",2005-03-30,2005
"fop333","umca",NA,"Alive",2005-03-30,2005
"fop333","umca",NA,"Alive",2005-03-30,2005
"fop333","umca",NA,"Alive",2005-03-30,2005
"fop333","umca",NA,"Alive",2005-03-30,2005
"fop333","umca",NA,"Alive",2005-03-30,2005
"fop333","umca",NA,"Alive",2006-03-28,2006
"fop333","umca",NA,"Alive",2006-03-28,2006
"fop333","umca",NA,"Alive",2006-03-28,2006
"fop333","umca",NA,"Alive",2006-03-28,2006
"fop333","umca",NA,"Alive",2006-03-28,2006
"fop333","umca",NA,"Alive",2006-03-28,2006
"fop333","umca",NA,"Alive",2006-03-28,2006
"fop333","umca",NA,"Alive",2006-03-28,2006
"fop333","umca",NA,"Alive",2007-04-06,2007
"fop333","umca",NA,"Alive",2007-04-06,2007
"fop333","umca",NA,"Alive",2007-04-06,2007
"fop333","umca",NA,"Alive",2007-04-06,2007
"fop333","umca",NA,"Alive",2007-04-06,2007
"fop333","umca",NA,"Alive",2007-04-06,2007
"fop333","umca",NA,"Alive",2007-04-06,2007
"fop333","umca",NA,"Alive",2007-04-06,2007
"fop333","umca",NA,"Alive",2008-04-05,2008
"fop333","umca",NA,"Alive",2008-04-05,2008
"fop333","umca",NA,"Alive",2008-04-05,2008
"fop333","umca",NA,"Alive",2008-04-05,2008
"fop333","umca",NA,"Alive",2008-04-05,2008
"fop333","umca",NA,"Alive",2008-04-05,2008
"fop333","umca",NA,"Alive",2008-04-05,2008
"fop333","umca",NA,"Alive",2008-04-05,2008
"fop333","umca",NA,"Alive",2009-04-06,2009
"fop333","umca",NA,"Alive",2009-04-06,2009
"fop333","umca",NA,"Alive",2009-04-06,2009
"fop333","umca",NA,"Alive",2009-04-06,2009
"fop333","umca",NA,"Alive",2009-04-06,2009
"fop333","umca",NA,"Alive",2009-04-06,2009
"fop333","umca",NA,"Alive",2009-04-06,2009
"fop333","umca",NA,"Alive",2009-04-06,2009
"fop333","umca",NA,"Alive",2010-04-20,2010
"fop333","umca",NA,"Alive",2010-04-20,2010
"fop333","umca",NA,"Alive",2010-04-20,2010
"fop333","umca",NA,"Alive",2010-04-20,2010
"fop333","umca",NA,"Alive",2010-04-20,2010
"fop333","umca",NA,"Alive",2010-04-20,2010
"fop333","umca",NA,"Alive",2010-04-20,2010
"fop333","umca",NA,"Alive",2010-04-20,2010
"fop333","umca",NA,"Alive",2011-04-18,2011
"fop333","umca",NA,"Alive",2011-04-18,2011
"fop333","umca",NA,"Alive",2011-04-18,2011
"fop333","umca",NA,"Alive",2011-04-18,2011
"fop333","umca",NA,"Alive",2011-04-18,2011
"fop333","umca",NA,"Alive",2011-04-18,2011
"fop333","umca",NA,"Alive",2011-04-18,2011
"fop333","umca",NA,"Alive",2011-04-18,2011
"fop333","umca",4.3,"Alive",2011-04-18,2011
"fop333","umca",20.2,"Alive",2012-05-01,2012
"fop333","umca",12.7,"Alive",2012-05-01,2012
"fop333","umca",27.5,"Alive",2012-05-01,2012
"fop333","umca",14.4,"Alive",2012-05-01,2012
"fop333","umca",24,"Alive",2012-05-01,2012
"fop333","umca",18.8,"Alive",2012-05-01,2012
"fop333","umca",29,"Alive",2012-05-01,2012
"fop333","umca",20.7,"Alive",2012-05-01,2012
"fop333","umca",4.3,"Alive",2012-05-01,2012
"fop333","umca",20.6,"Alive",2014-04-22,2014
"fop333","umca",12.8,"Alive",2014-04-22,2014
"fop333","umca",27.5,"Alive",2014-04-22,2014
"fop333","umca",14.6,"Alive",2014-04-22,2014
"fop333","umca",24.1,"Alive",2014-04-22,2014
"fop333","umca",18.7,"Alive",2014-04-22,2014
"fop333","umca",29.5,"Alive",2014-04-22,2014
"fop333","umca",21.2,"Alive",2014-04-22,2014
"fop333","umca",4.9,"Alive",2014-04-22,2014
"fop333","umca",26.25,"Alive",2004-04-28,2004
"fop333","umca",18.5,"Alive",2004-04-28,2004
"fop333","umca",22.3,"Alive",2004-04-28,2004
"fop333","umca",NA,"Alive",2005-03-30,2005
"fop333","umca",NA,"Alive",2005-03-30,2005
"fop333","umca",NA,"Alive",2005-03-30,2005
"fop333","umca",NA,"Alive",2006-03-28,2006
"fop333","umca",NA,"Alive",2006-03-28,2006
"fop333","umca",NA,"Alive",2006-03-28,2006
"fop333","umca",NA,"Alive",2007-04-06,2007
"fop333","umca",NA,"Alive",2007-04-06,2007
"fop333","umca",NA,"Alive",2007-04-06,2007
"fop333","umca",NA,"Alive",2008-04-05,2008
"fop333","umca",NA,"Alive",2008-04-05,2008
"fop333","umca",NA,"Alive",2008-04-05,2008
"fop333","umca",NA,"Alive",2009-04-06,2009
"fop333","umca",NA,"Alive",2009-04-06,2009
"fop333","umca",NA,"Alive",2009-04-06,2009
"fop333","umca",NA,"Alive",2010-04-20,2010
"fop333","umca",NA,"Alive",2010-04-20,2010
"fop333","umca",NA,"Alive",2010-04-20,2010
"fop333","umca",NA,"Alive",2011-04-18,2011
"fop333","umca",NA,"Alive",2011-04-18,2011
"fop333","umca",NA,"Alive",2011-04-18,2011
"fop333","umca",29.1,"Alive",2012-05-01,2012
"fop333","umca",19.2,"Alive",2012-05-01,2012
"fop333","umca",24.3,"Alive",2012-05-01,2012
"fop333","umca",28.9,"Alive",2014-04-22,2014
"fop333","umca",18.8,"Alive",2014-04-22,2014
"fop333","umca",23.9,"Alive",2014-04-22,2014
"fop333","umca",24.5,"Alive",2004-04-28,2004
"fop333","umca",19.5,"Alive",2004-04-28,2004
"fop333","umca",NA,"Alive",2005-03-30,2005
"fop333","umca",NA,"Alive",2005-03-30,2005
"fop333","umca",NA,"Alive",2006-03-28,2006
"fop333","umca",NA,"Alive",2006-03-28,2006
"fop333","umca",NA,"Alive",2007-04-06,2007
"fop333","umca",NA,"Alive",2007-04-06,2007
"fop333","umca",NA,"Alive",2008-04-05,2008
"fop333","umca",NA,"Alive",2008-04-05,2008
"fop333","umca",NA,"Alive",2009-04-06,2009
"fop333","umca",NA,"Alive",2009-04-06,2009
"fop333","umca",NA,"Alive",2010-04-20,2010
"fop333","umca",NA,"Alive",2010-04-20,2010
"fop333","umca",NA,"Alive",2011-04-18,2011
"fop333","umca",NA,"Alive",2011-04-18,2011
"fop333","umca",25.1,"Alive",2012-05-01,2012
"fop333","umca",20.2,"Alive",2012-05-01,2012
"fop333","umca",20.9,"Alive",2014-04-22,2014
"fop333","umca",20.5,"Alive",2014-04-22,2014
"fop333","umca",17.6,"Alive",2004-04-28,2004
"fop333","umca",NA,"Alive",2005-03-30,2005
"fop333","umca",NA,"Alive",2006-03-28,2006
"fop333","umca",NA,"Alive",2007-04-06,2007
"fop333","umca",NA,"Alive",2008-04-05,2008
"fop333","umca",NA,"Alive",2009-04-06,2009
"fop333","umca",NA,"Alive",2010-04-20,2010
"fop333","umca",NA,"Alive",2011-04-18,2011
"fop333","umca",18.5,"Alive",2012-05-01,2012
"fop333","umca",17.9,"Alive",2014-04-22,2014
"fop333","umca",20.5,"Alive",2004-04-28,2004
"fop333","umca",NA,"Alive",2005-03-30,2005
"fop333","umca",NA,"Alive",2006-03-28,2006
"fop333","umca",NA,"Alive",2007-04-06,2007
"fop333","umca",NA,"Alive",2008-04-05,2008
"fop333","umca",NA,"Alive",2009-04-06,2009
"fop333","umca",NA,"Alive",2010-04-20,2010
"fop333","umca",NA,"Alive",2011-04-18,2011
"fop333","umca",19,"Alive",2012-05-01,2012
"fop333","umca",18.9,"Alive",2014-04-22,2014
"fop333","umca",14.25,"Dead",2005-03-30,2005
"fop333","umca",15.8,"Alive",2005-03-30,2005
"fop333","umca",14.6,"Alive",2005-03-30,2005
"fop333","umca",NA,"Dead",2006-03-28,2006
"fop333","umca",NA,"Alive",2006-03-28,2006
"fop333","umca",NA,"Alive",2006-03-28,2006
"fop333","umca",NA,"Dead",2007-04-06,2007
"fop333","umca",NA,"Alive",2007-04-06,2007
"fop333","umca",NA,"Alive",2007-04-06,2007
"fop333","umca",NA,"Dead",2008-04-05,2008
"fop333","umca",NA,"Alive",2008-04-05,2008
"fop333","umca",NA,"Alive",2008-04-05,2008
"fop333","umca",NA,"Dead",2009-04-06,2009
"fop333","umca",NA,"Alive",2009-04-06,2009
"fop333","umca",NA,"Alive",2009-04-06,2009
"fop333","umca",NA,"Dead",2010-04-20,2010
"fop333","umca",NA,"Alive",2010-04-20,2010
"fop333","umca",NA,"Alive",2010-04-20,2010
"fop333","umca",NA,"Dead",2011-04-18,2011
"fop333","umca",NA,"Alive",2011-04-18,2011
"fop333","umca",NA,"Alive",2011-04-18,2011
"fop333","umca",15.8,"Alive",2012-05-01,2012
"fop333","umca",16,"Alive",2012-05-01,2012
"fop333","umca",16.3,"Alive",2012-05-01,2012
"fop333","umca",15.4,"Dead",2014-04-22,2014
"fop333","umca",15.9,"Alive",2014-04-22,2014
"fop333","umca",15.8,"Alive",2014-04-22,2014
"fop340","quag",0,"Alive",2003-01-24,2003
"fop340","quag",NA,"Alive",2003-10-30,2003
"fop340","quag",NA,"Alive",2003-10-30,2003
"fop340","quag",15.5,"Alive",2005-03-30,2005
"fop340","quag",28,"Alive",2005-03-30,2005
"fop340","quag",NA,"Alive",2006-03-28,2006
"fop340","quag",NA,"Alive",2006-03-28,2006
"fop340","quag",NA,"Alive",2007-04-06,2007
"fop340","quag",NA,"Alive",2007-04-06,2007
"fop340","quag",NA,"Alive",2008-04-05,2008
"fop340","quag",NA,"Alive",2008-04-05,2008
"fop340","quag",NA,"Alive",2009-04-06,2009
"fop340","quag",NA,"Alive",2009-04-06,2009
"fop340","quag",15.3,"Alive",2010-04-20,2010
"fop340","quag",NA,"Alive",2010-04-20,2010
"fop340","quag",NA,"Alive",2011-04-19,2011
"fop340","quag",NA,"Alive",2011-04-19,2011
"fop340","quag",15.5,"Alive",2012-05-01,2012
"fop340","quag",27.1,"Alive",2012-05-01,2012
"fop340","quag",15.7,"Dead",2014-04-07,2014
"fop340","quag",29,"Alive",2014-04-07,2014
"fop340","umca",NA,"Alive",2003-01-24,2003
"fop340","umca",12.75,"Alive",2004-04-30,2004
"fop340","umca",NA,"Alive",2005-03-30,2005
"fop340","umca",NA,"Alive",2006-03-28,2006
"fop340","umca",NA,"Alive",2007-04-06,2007
"fop340","umca",NA,"Alive",2008-04-05,2008
"fop340","umca",NA,"Alive",2009-04-06,2009
"fop340","umca",NA,"Alive",2010-04-20,2010
"fop340","umca",NA,"Alive",2011-04-19,2011
"fop340","umca",13.3,"Alive",2012-05-01,2012
"fop340","umca",12.9,"Alive",2014-04-07,2014
"fop340","quag",NA,"Alive",2003-10-30,2003
"fop340","quag",NA,"Alive",2003-10-30,2003
"fop340","quag",NA,"Alive",2003-10-30,2003
"fop340","quag",16.7,"Alive",2005-03-30,2005
"fop340","quag",19.7,"Alive",2005-03-30,2005
"fop340","quag",25.7,"Alive",2005-03-30,2005
"fop340","quag",NA,"Alive",2006-03-28,2006
"fop340","quag",NA,"Alive",2006-03-28,2006
"fop340","quag",NA,"Alive",2006-03-28,2006
"fop340","quag",NA,"Alive",2007-04-06,2007
"fop340","quag",NA,"Alive",2007-04-06,2007
"fop340","quag",NA,"Alive",2007-04-06,2007
"fop340","quag",NA,"Alive",2008-04-05,2008
"fop340","quag",NA,"Alive",2008-04-05,2008
"fop340","quag",NA,"Alive",2008-04-05,2008
"fop340","quag",NA,"Alive",2009-04-06,2009
"fop340","quag",NA,"Alive",2009-04-06,2009
"fop340","quag",NA,"Alive",2009-04-06,2009
"fop340","quag",NA,"Alive",2010-04-20,2010
"fop340","quag",NA,"Alive",2010-04-20,2010
"fop340","quag",NA,"Alive",2010-04-20,2010
"fop340","quag",NA,"Alive",2011-04-19,2011
"fop340","quag",NA,"Alive",2011-04-19,2011
"fop340","quag",NA,"Alive",2011-04-19,2011
"fop340","quag",16.3,"Alive",2012-05-01,2012
"fop340","quag",20,"Alive",2012-05-01,2012
"fop340","quag",25.7,"Alive",2012-05-01,2012
"fop340","quag",16.7,"Alive",2014-04-07,2014
"fop340","quag",20.2,"Alive",2014-04-07,2014
"fop340","quag",26.6,"Alive",2014-04-07,2014
"fop340","umca",NA,"Alive",2003-01-24,2003
"fop340","umca",11.75,"Alive",2004-04-30,2004
"fop340","umca",NA,"Alive",2005-03-30,2005
"fop340","umca",NA,"Alive",2006-03-28,2006
"fop340","umca",NA,"Alive",2007-04-06,2007
"fop340","umca",NA,"Alive",2008-04-05,2008
"fop340","umca",NA,"Alive",2009-04-06,2009
"fop340","umca",NA,"Alive",2010-04-20,2010
"fop340","umca",NA,"Alive",2011-04-19,2011
"fop340","umca",13.5,"Alive",2012-05-01,2012
"fop340","umca",12.5,"Alive",2014-04-07,2014
"fop340","quag",NA,"Alive",2003-10-30,2003
"fop340","quag",NA,"Alive",2003-10-30,2003
"fop340","quag",28,"Alive",2003-10-30,2003
"fop340","quag",NA,"Alive",2003-10-30,2003
"fop340","quag",NA,"Alive",2003-10-30,2003
"fop340","quag",15.7,"Alive",2005-03-30,2005
"fop340","quag",29.9,"Alive",2005-03-30,2005
"fop340","quag",NA,"Alive",2005-03-30,2005
"fop340","quag",19.6,"Alive",2005-03-30,2005
"fop340","quag",29.6,"Alive",2005-03-30,2005
"fop340","quag",NA,"Alive",2006-03-28,2006
"fop340","quag",NA,"Alive",2006-03-28,2006
"fop340","quag",NA,"Alive",2006-03-28,2006
"fop340","quag",NA,"Alive",2006-03-28,2006
"fop340","quag",NA,"Alive",2006-03-28,2006
"fop340","quag",NA,"Alive",2007-04-06,2007
"fop340","quag",NA,"Alive",2007-04-06,2007
"fop340","quag",NA,"Alive",2007-04-06,2007
"fop340","quag",NA,"Alive",2007-04-06,2007
"fop340","quag",NA,"Alive",2007-04-06,2007
"fop340","quag",NA,"Alive",2008-04-05,2008
"fop340","quag",NA,"Alive",2008-04-05,2008
"fop340","quag",NA,"Alive",2009-04-06,2009
"fop340","quag",NA,"Alive",2009-04-06,2009
"fop340","quag",NA,"Alive",2009-04-06,2009
"fop340","quag",NA,"Alive",2009-04-06,2009
"fop340","quag",NA,"Alive",2009-04-06,2009
"fop340","quag",NA,"Alive",2010-04-20,2010
"fop340","quag",NA,"Alive",2010-04-20,2010
"fop340","quag",20.9,"Alive",2010-04-20,2010
"fop340","quag",NA,"Alive",2010-04-20,2010
"fop340","quag",NA,"Alive",2010-04-20,2010
"fop340","quag",NA,"Alive",2011-04-19,2011
"fop340","quag",NA,"Alive",2011-04-19,2011
"fop340","quag",NA,"Alive",2011-04-19,2011
"fop340","quag",NA,"Alive",2011-04-19,2011
"fop340","quag",NA,"Alive",2011-04-19,2011
"fop340","quag",18,"Alive",2012-05-01,2012
"fop340","quag",30.3,"Alive",2012-05-01,2012
"fop340","quag",21.3,"Alive",2012-05-01,2012
"fop340","quag",19.9,"Alive",2012-05-01,2012
"fop340","quag",30.1,"Alive",2012-05-01,2012
"fop340","quag",16.5,"Alive",2014-04-07,2014
"fop340","quag",30.5,"Alive",2014-04-07,2014
"fop340","quag",20.9,"Alive",2014-04-07,2014
"fop340","quag",19.6,"Alive",2014-04-07,2014
"fop340","quag",30.1,"Alive",2014-04-07,2014
"fop340","umca",NA,"Alive",2003-01-24,2003
"fop340","umca",2.5,"Alive",2004-04-30,2004
"fop340","umca",NA,"Alive",2005-03-30,2005
"fop340","umca",NA,"Alive",2006-03-28,2006
"fop340","umca",NA,"Alive",2007-04-06,2007
"fop340","umca",NA,"Alive",2008-04-05,2008
"fop340","umca",NA,"Alive",2009-04-06,2009
"fop340","umca",NA,"Alive",2010-04-20,2010
"fop340","umca",NA,"Alive",2011-04-19,2011
"fop340","umca",3.1,"Alive",2012-05-01,2012
"fop340","umca",3.3,"Alive",2014-04-07,2014
"fop340","quag",42.5,"Alive",2009-04-06,2009
"fop340","quag",37,"Alive",2009-04-06,2009
"fop340","quag",42.4,"Alive",2010-04-20,2010
"fop340","quag",37.9,"Alive",2010-04-20,2010
"fop340","quag",NA,"Alive",2011-04-19,2011
"fop340","quag",NA,"Alive",2011-04-19,2011
"fop340","quag",42.8,"Alive",2012-05-01,2012
"fop340","quag",38.8,"Alive",2012-05-01,2012
"fop340","quag",43.7,"Alive",2014-04-07,2014
"fop340","quag",40.3,"Alive",2014-04-07,2014
"fop340","umca",11.2,"Alive",2009-04-06,2009
"fop340","umca",NA,"Alive",2010-04-20,2010
"fop340","umca",NA,"Alive",2011-04-19,2011
"fop340","umca",11,"Alive",2012-05-01,2012
"fop340","umca",11.4,"Alive",2014-04-07,2014
"fop340","umca",25.5,"Alive",2009-04-06,2009
"fop340","umca",NA,"Alive",2010-04-20,2010
"fop340","umca",NA,"Alive",2011-04-19,2011
"fop340","umca",27.5,"Alive",2012-05-01,2012
"fop340","umca",28.8,"Alive",2014-04-07,2014
"fride01","quke",16.3,"Alive",2004-01-09,2004
"fride01","quke",18.8,"Alive",2004-01-09,2004
"fride01","quke",23.9,"Alive",2004-01-09,2004
"fride01","quke",NA,"Alive",2005-05-05,2005
"fride01","quke",NA,"Alive",2005-05-05,2005
"fride01","quke",NA,"Alive",2005-05-05,2005
"fride01","quke",NA,"Alive",2006-04-19,2006
"fride01","quke",NA,"Alive",2006-04-19,2006
"fride01","quke",NA,"Alive",2006-04-19,2006
"fride01","quke",NA,"Alive",2007-05-03,2007
"fride01","quke",NA,"Alive",2007-05-03,2007
"fride01","quke",NA,"Alive",2007-05-03,2007
"fride01","quke",NA,"Alive",2008-05-02,2008
"fride01","quke",NA,"Alive",2008-05-02,2008
"fride01","quke",NA,"Alive",2008-05-02,2008
"fride01","quke",NA,"Alive",2009-04-21,2009
"fride01","quke",NA,"Alive",2009-04-21,2009
"fride01","quke",NA,"Alive",2009-04-21,2009
"fride01","quke",NA,"Dead",2010-05-18,2010
"fride01","quke",NA,"Alive",2010-05-18,2010
"fride01","quke",NA,"Alive",2010-05-18,2010
"fride01","quke",NA,"Dead",2011-06-02,2011
"fride01","quke",NA,"Alive",2011-06-02,2011
"fride01","quke",NA,"Alive",2011-06-02,2011
"fride01","quke",16.4,"Dead",2012-06-07,2012
"fride01","quke",19.5,"Alive",2012-06-07,2012
"fride01","quke",25.2,"Alive",2012-06-07,2012
"fride01","quke",16.3,"Dead",2014-05-14,2014
"fride01","quke",29.4,"Dead",2014-05-14,2014
"fride01","quke",26.4,"Alive",2014-05-14,2014
"fride01","umca",1,"Alive",2004-06-10,2004
"fride01","umca",NA,"Alive",2005-05-05,2005
"fride01","umca",NA,"Alive",2006-04-19,2006
"fride01","umca",NA,"Alive",2007-05-03,2007
"fride01","umca",NA,"Alive",2008-05-02,2008
"fride01","umca",NA,"Alive",2009-04-21,2009
"fride01","umca",NA,"Alive",2010-05-18,2010
"fride01","umca",NA,"Alive",2011-06-02,2011
"fride01","umca",2.2,"Alive",2012-06-07,2012
"fride01","umca",2.5,"Alive",2014-05-14,2014
"fride01","quke",22.5,"Alive",2004-01-09,2004
"fride01","quke",19.8,"Alive",2004-01-09,2004
"fride01","quke",24.9,"Alive",2004-01-09,2004
"fride01","quke",22.4,"Alive",2004-01-09,2004
"fride01","quke",14.2,"Dead",2004-01-09,2004
"fride01","quke",NA,"Alive",2005-05-05,2005
"fride01","quke",NA,"Alive",2005-05-05,2005
"fride01","quke",NA,"Alive",2005-05-05,2005
"fride01","quke",NA,"Alive",2005-05-05,2005
"fride01","quke",NA,"Dead",2005-05-05,2005
"fride01","quke",NA,"Alive",2006-04-19,2006
"fride01","quke",NA,"Alive",2006-04-19,2006
"fride01","quke",NA,"Alive",2006-04-19,2006
"fride01","quke",NA,"Alive",2006-04-19,2006
"fride01","quke",NA,"Dead",2006-04-19,2006
"fride01","quke",NA,"Alive",2007-05-03,2007
"fride01","quke",NA,"Alive",2007-05-03,2007
"fride01","quke",NA,"Alive",2007-05-03,2007
